video_id,v_pub_datetime,v_total_comments,v_year_views,v_month_views,v_week_views,v_day_views,v_likes,v_dislikes,v_duration,v_cr_click_like_7_days,v_cr_click_dislike_7_days,v_cr_click_vtop_7_days,v_cr_click_long_view_7_days,v_cr_click_comment_7_days,v_cr_click_like_30_days,v_cr_click_dislike_30_days,v_cr_click_vtop_30_days,v_cr_click_long_view_30_days,v_cr_click_comment_30_days,v_cr_click_like_1_days,v_cr_click_dislike_1_days,v_cr_click_vtop_1_days,v_cr_click_long_view_1_days,v_cr_click_comment_1_days,v_is_hidden,v_is_deleted,v_avg_watchtime_1_day,v_avg_watchtime_7_day,v_avg_watchtime_30_day,v_frac_avg_watchtime_1_day_duration,v_frac_avg_watchtime_7_day_duration,v_frac_avg_watchtime_30_day_duration,v_category_popularity_percent_7_days,v_category_popularity_percent_30_days,v_long_views_1_days,v_long_views_7_days,v_long_views_30_days,row_number,title,description,category_id,author_id
973f24c0-15b2-434f-8740-4e2726f79c30,2024-06-15 22:58:03+03:00,0,556,2,0,0,0,0,7.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.656386388481176,1.616750429063671,0,0,0,1,пережила свой яд,,Мультфильмы,79276150-fdaf-4626-9452-6f1ad975741d
1a3f527c-44b2-4f7e-9641-26f078edbf2e,2021-04-18 17:27:42+03:00,0,109,2,1,0,0,0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1.0,40.5,0.0,-0.002638522427440633,0.10686015831134564,5.570802367619378,5.649635348619402,0,0,0,1,"🎓Знаете ли Вы, что  ؟    Интересные факты ! # 2🎓.mkv","🎓Знаете ли Вы, что  ?  Интересные факты ! # 2🎓 Самые интересные и смешные факты.Среди повседневных проблем и хлопот просто необходимо иногда «расслабиться». Смотрите некоторые интересные и смешные факты. #РазмышленияиФакты#топ#факты#знаете_ли_вы#знаетеливы#интересные#занимательные#обовсем#смешные#удивительные#мир#фактов#  ★Я в Социальных сетях!↓★ 🔴 Группа в VK           🔴 Одноклассники    🔴 Фейсбук                  🔴 ТЕЛЕГРАММ          🔴 ИНСТАГРАМ          /",Развлечения,16278647-5912-48af-a071-582dcfd0e354
2f563d09-45ef-4e27-8da0-daa74235a2e7,2022-11-17 16:36:43+03:00,0,163,2,2,0,0,0,1020.767,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,160.0,160.0,0.0,0.15674487909581716,0.15674487909581716,0.34261434374931427,0.2853095734872041,0,0,0,1,"ЗИМНЯЯ, ТЕПЛАЯ ШЛЯПА крючком. Как связать поля шляпы. Видео для начинающих..mp4","Шляпа связана из пряжи NAKO Sport Wool в 100гр.-120м., крючок 5мм., расход пряжи на шляпу 200гр.  Ссылка на шапочку  Ссылка ,,как соединить регилин,, ",Хобби,9afa94aa-c2a6-43fc-a0d1-175eaf7fa194
154fac0e-1794-4406-afa0-61f688e3a764,2010-01-01 00:00:01+03:00,0,10657,5227,1300,202,24,0,42.025,0.0,0.0,0.0,89.38461538461539,0.0,0.40176009183087813,0.0,0.0,87.04801989669026,0.0,0.0,0.0,0.0,92.07920792079207,0.0,0,0,57.57920792079208,97.19,122.29060646642434,1.370117975509627,2.3126710291493158,2.9099489938470993,0.4183359048663643,0.5135622441288606,186,1162,4550,1,найк,найк дрессура ,Животные,4af9b043-40f4-4288-85c6-192612dca35b
470b4e3e-e06d-4370-80dc-34d6a78b22db,2023-11-29 16:49:46+03:00,0,154,45,13,1,0,0,695.647,0.0,0.0,0.0,61.53846153846154,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,256.15384615384613,178.88888888888889,0.0014375106914857679,0.36822389251135434,0.25715469036578736,9.310357981755727,9.290496649012923,0,8,18,1,SHACMAN. Шакман замена двухрядного подшипника  и заднего сальника КПП.,,Разное,841e6bd8-0015-4502-a3e9-aaa07112a585
d1677305-15dc-4e1d-b9fe-3eb0ef648674,2023-08-11 12:52:41+03:00,0,302,31,11,4,0,0,366.806,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,45.16129032258065,0.0,0.0,0.0,0.0,0.0,0.0,0,0,237.25,127.72727272727273,156.48387096774192,0.6467996706705997,0.3482147858194052,0.4266120809576232,0.8628154153894418,0.8589307305574939,0,2,14,1,"Как правильно заряжать электросамокат, сколько времени заряжается электросамокат",подписаться на канал  плейлист. Электрические и бензиновый инструмент.  плейлист. Компьютерный мастер.  плейлист. Электросамокат.  плейлист. Я на даче -h_DsxIrBiEuaUW_An79X  плейлист. Разное ,Разное,d3105a6f-0a33-4e22-b15f-59b2bf9f8d2d
3fd1fd57-0cd0-405f-9089-7c350b2ba3be,2023-05-02 09:30:50+03:00,5,144,14,9,0,10,0,611.734,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,0.0,64.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,296.55555555555554,349.7142857142857,0.0,0.48477860566121145,0.5716770454385169,8.564083985351404,9.05613074246204,0,5,9,1,СВО 02.05 | ВКС нанесли удар по ВПК Украины | Вагнер продвинулся в Артёмовске на 120 метров | СТАВКА,,Лайфстайл,416578e6-9448-4b19-89f5-e6d9b566ae74
a92b5a6e-f214-455d-98b0-2ec59c095546,2023-12-10 18:01:55+03:00,0,106,47,41,8,0,0,715.245,0.0,0.0,0.0,34.146341463414636,0.0,0.0,0.0,0.0,36.170212765957444,0.0,0.0,0.0,0.0,0.0,0.0,0,0,121.25,213.9512195121951,225.46808510638297,0.1695223315087837,0.29912997575962796,0.3152319626231333,7.811485992667008,8.047285403958536,0,14,17,1,обзор приватки стенд чилов,,Разное,d2475c37-3e99-4a6e-8e2c-5edb79c9a50f
3d298b0c-311c-4ca3-967b-dd1e6cc2b130,2024-02-19 09:54:20+03:00,0,403,7,1,0,0,0,1470.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,20.0,346.7142857142857,0.0,0.01360232382100158,0.23580599938264882,20.665756525177358,21.61132027945736,0,0,2,1,"Передача ""Пусть меня научат"" на ТК ""Архыз-24"". Как стать полицейским",В какой физической форме нужно быть? Как поступить в учебные заведения МВД России? Работа тира МВД по Карачаево-Черкесской Республике... Рассказывают сотрудники по боевой и служебной подготовке республиканского МВД.,Телепередачи,cd8d92bc-261a-4108-8f9d-b4c55568cc5e
e4683837-801e-4464-b84f-928f42294ea4,2022-07-24 21:00:06+03:00,1,130,6,0,0,2,0,892.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,172.33333333333334,0.0,0.0,0.19303433546903237,19.386199822221265,18.463286546321335,0,0,1,1,АСМР уложу тебя спать,"❤️ В этом видео я попробую уложить тебя спать и побороть твою бессонницу. Устраивайся поудобнее, закрывай глазки и наслаждайся мурашками! Спокойной ночи! ❤️  Привет! 😊 Рада видеть тебя на моем АСМР канале PandAlina ASMR! 🐼  Если это видео помогло тебе расслабиться и понравилось, то поставь пожалуйста лайк! Твоя поддержка очень важна для меня! ❤️ Приятного просмотра!❤️💋  💸 Если у тебя есть желание и возможность поддержать меня не только морально, но и финансово, то знай, я сейчас как раз коплю на: свет (контровик и проф. фоновый), камеру для съемки видео и прочий инвентарь для улучшения качества видео. Я буду очень благодарна! Каждая копеечка важна!  💜 Помощь каналу: /@PandAlina 💙 Помощь каналу: 💚 Сбербанк: 4276300056587101  #асмр #асмрдлясна #асмруложуспать ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬  асмр,асмр для сна,асмр уложу тебя спать,для сна асмр,помогу уснуть,асмр для засыпания,асмр уложу спать,уложу спать асмр,медленный асмр,медленный асмр для сна,асмр для быстрого засыпания,асмр помогу тебе уснуть,ASMR,ASMR for sleep,ASMR I will put you to sleep,I will help you fall asleep,ASMR for falling asleep,ASMR I will put to bed,I will put to sleep ASMR,slow ASMR,slow ASMR for sleep,ASMR for fast falling asleep,ASMR will help you fall asleep",Развлечения,ba4401a1-06c9-4623-a206-5e4fbad8d2ec
